date,cash_eod,option_mv_eod,etf_mv_eod,equity_eod,realized_pnl_cum,unrealized_pnl_eod,daily_pnl,total_pnl_cum,drawdown,equity_curve,daily_return,cum_return,drawdown_pct,rolling_sharpe_60d,benchmark_price,benchmark_shares,benchmark_cash,benchmark_equity,benchmark_return,benchmark_daily_return,excess_equity,excess_return,excess_daily_return
2025-04-25,19620.0,-3480.0000000000005,0.0,16140.0,19620.0,-3480.0000000000005,696.0,16140.0,-58.0,1016140.0,0.000696,0.01614,-5.8e-05,0.20032980488134325,1.92,495294,1.4139999999897555,950965.894,-0.04903410600000002,0.006816979831362646,65174.10600000003,0.06517410600000002,-0.006120979831362646
2025-04-28,19620.0,-3654.0,0.0,15966.0,19620.0,-3654.0,-174.0,15966.0,-232.0,1015966.0,-0.000174,0.015966,-0.000232,0.259605648621033,1.906,495294,1.4139999999897555,944031.7779999999,-0.05596822200000007,-0.007291655824619991,71934.22200000007,0.07193422200000008,0.007117655824619992
2025-04-29,19620.0,-3770.0,0.0,15850.0,19620.0,-3770.0,-116.0,15850.0,-348.0,1015850.0,-0.000116,0.01585,-0.000348,0.18649373023855312,1.903,495294,1.4139999999897555,942545.896,-0.05745410400000006,-0.0015739745574538944,73304.10400000005,0.07330410400000006,0.0014579745574538944
2025-04-30,19620.0,-4060.0000000000005,0.0,15560.0,19620.0,-4060.0000000000005,-290.0,15560.0,-638.0,1015560.0,-0.00029,0.01556,-0.000638,0.2537779021928385,1.921,495294,1.4139999999897555,951461.188,-0.04853881199999999,0.009458735153200504,64098.812000000034,0.06409881199999999,-0.009748735153200504
2025-05-06,19620.0,-812.0,0.0,18808.0,19620.0,-812.0,3248.0,18808.0,0.0,1018808.0,0.003248,0.018808,0.0,0.2442996864683781,1.958,495294,1.4139999999897555,969787.066,-0.030212934000000025,0.019260773041642976,49020.93400000001,0.04902093400000002,-0.016012773041642975
2025-05-07,19620.0,-870.0000000000001,0.0,18750.0,19620.0,-870.0000000000001,-58.0,18750.0,-58.0,1018750.0,-5.8e-05,0.01875,-5.8e-05,0.168487675255909,1.967,495294,1.4139999999897555,974244.712,-0.025755287999999932,0.004596520366461521,44505.28799999994,0.044505287999999935,-0.0046545203664615205
2025-05-08,19620.0,-580.0,0.0,19040.0,19620.0,-580.0,290.0,19040.0,0.0,1019040.0,0.00029,0.01904,0.0,0.1563697963260341,2.001,495294,1.4139999999897555,991084.708,-0.008915291999999964,0.017285180809890832,27955.292000000016,0.027955291999999965,-0.016995180809890834
2025-05-09,19620.0,-464.00000000000006,0.0,19156.0,19620.0,-464.00000000000006,116.0,19156.0,0.0,1019156.0,0.000116,0.019156,0.0,0.15477207261017442,1.984,495294,1.4139999999897555,982664.71,-0.017335290000000003,-0.00849574000288178,36491.29000000004,0.03649129,0.00861174000288178
2025-05-12,19620.0,-406.0,0.0,19214.0,19620.0,-406.0,58.0,19214.0,0.0,1019214.0,5.8e-05,0.019214,0.0,0.156682591385592,2.037,495294,1.4139999999897555,1008915.2919999999,0.008915291999999964,0.02671367123787305,10298.7080000001,0.010298708000000035,-0.02665567123787305
2025-05-13,19620.0,-348.0,0.0,19272.0,19620.0,-348.0,58.0,19272.0,0.0,1019272.0,5.8e-05,0.019272,0.0,0.14865986724387514,2.03,495294,1.4139999999897555,1005448.2339999999,0.005448233999999941,-0.0034364213006694566,13823.766000000061,0.01382376600000006,0.0034944213006694565
